release_date_x,movie_title_x,production_budget,domestic_gross,worldwide_gross,release_year_x,foreign_gross,movie_id,original_language,popularity,vote_average,vote_count,primary_genre
2011-06-03,submarine,1900000,467602,4581937,2011,4114335,submarine20110603,en,7.412,7.4,770,drama
2013-07-26,stranded,1900000,0,285593,2013,285593,stranded20130726,en,6.563,3.6,73,horror
2010-08-27,the last exorcism,1800000,41034350,70165900,2010,29131550,thelastexorcism20100827,en,9.35,5.6,519,horror
2012-02-03,dysfunctional friends,1800000,0,0,2012,0,dysfunctionalfriends20120203,en,1.392,5.3,6,comedy
2014-03-11,against the wild,1800000,0,0,2014,0,againstthewild20140311,en,1.842,5.2,27,adventure
2010-10-08,i spit on your grave,1750000,93051,1278471,2010,1185420,ispitonyourgrave20101008,en,13.102,6.3,977,thriller
2014-02-28,the lunchbox,1700000,4231500,12231500,2014,8000000,thelunchbox20140228,hi,5.888,7.3,350,drama
2013-10-04,grace unplugged,1700000,2507159,2507159,2013,0,graceunplugged20131004,en,1.957,6.3,38,drama
2019-02-01,braid,1660000,0,80745,2019,80745,braid20190201,en,5.972,6.4,18,thriller
2010-10-15,n-secure,1600000,2595644,2595644,2010,0,nsecure20101015,en,1.132,4.8,6,drama
2014-09-26,two night stand,1600000,15600,868081,2014,852481,twonightstand20140926,en,9.191,6.5,1241,romance
2011-04-01,insidious,1500000,54009150,99870886,2011,45861736,insidious20110401,en,16.197,6.9,3582,horror
2016-10-21,moonlight,1500000,27854931,65245512,2016,37390581,moonlight20161021,en,15.948,7.4,3893,drama
2018-03-23,unsane,1500000,7690044,14244931,2018,6554887,unsane20180323,en,16.316,6.2,667,horror
2013-07-26,the to do list,1500000,3491669,4128828,2013,637159,thetodolist20130726,en,7.33,5.5,534,comedy
2013-02-01,the gatekeepers,1500000,2408553,2592308,2013,183755,thegatekeepers20130201,en,4.534,7.2,51,documentary
2013-04-19,the lords of salem,1500000,1165881,1541131,2013,375250,thelordsofsalem20130419,en,8.434,5.3,445,horror
2016-10-21,31,1500000,779820,922727,2016,142907,3120161021,en,8.683,5.2,370,horror
2011-02-11,mooz-lum,1500000,362239,372239,2011,10000,moozlum20110211,en,1.057,4.7,5,drama
2011-08-19,amigo,1500000,184705,184705,2011,0,amigo20110819,en,0.84,4.8,4,drama
2013-10-25,the square,1500000,124244,176262,2013,52018,thesquare20131025,ar,5.596,7.8,84,documentary
2015-03-06,road hard,1500000,113169,113169,2015,0,roadhard20150306,en,1.08,6.6,12,comedy
2014-10-17,housebound,1500000,0,236863,2014,236863,housebound20141017,en,8.455,6.6,505,horror
2018-07-20,teefa in trouble,1500000,0,98806,2018,98806,teefaintrouble20180720,ur,4.486,7.6,11,drama
2011-06-03,the lion of judah,1500000,0,0,2011,0,thelionofjudah20110603,en,1.4,4.5,3,adventure
2015-11-20,#horror,1500000,0,0,2015,0,horror20151120,de,6.099,3.3,102,drama
2015-11-20,mustang,1400000,845464,5552584,2015,4707120,mustang20151120,tr,7.459,8.0,755,drama
2013-04-05,eddie: the sleepwalking cannibal,1400000,1632,1632,2013,0,eddiethesleepwalkingcannibal20130405,en,2.586,6.2,33,horror
2015-01-30,above and beyond,1300000,288751,288751,2015,0,aboveandbeyond20150130,en,0.782,8.0,5,war
2010-06-08,the 41-year-old virgin who knocked up sarah marshall and felt superbad about it,1300000,0,0,2010,0,the41yearoldvirginwhoknockedupsarahmarshallandfeltsuperbadaboutit20100608,en,3.264,3.4,59,comedy
2014-10-17,dear white people,1250000,4404154,5403771,2014,999617,dearwhitepeople20141017,en,7.455,6.1,296,comedy
2013-04-19,filly brown,1250000,2850357,2940411,2013,90054,fillybrown20130419,en,1.31,6.5,10,drama
2004-10-29,saw,1200000,55968727,103880027,2004,47911300,saw20041029,en,19.127,7.4,4795,horror
2013-04-19,home run,1200000,2859955,2859955,2013,0,homerun20130419,en,3.843,6.3,33,drama
2012-04-13,blue like jazz,1200000,595018,595018,2012,0,bluelikejazz20120413,en,3.253,5.9,35,drama
2012-01-06,the devil inside,1000000,53262945,101759490,2012,48496545,thedevilinside20120106,en,7.403,4.7,441,thriller
2015-04-17,unfriended,1000000,32789645,64364198,2015,31574553,unfriended20150417,en,8.12,5.4,2019,horror
2013-08-23,you're next,1000000,18494006,26887177,2013,8393171,yourenext20130823,en,11.45,6.6,1258,horror
2012-05-25,chernobyl diaries,1000000,18119640,42411721,2012,24292081,chernobyldiaries20120525,en,14.658,5.0,842,horror
2016-03-11,"hello, my name is doris",1000000,14444999,14662703,2016,217704,hellomynameisdoris20160311,en,7.802,6.4,265,comedy
2010-12-29,blue valentine,1000000,9737892,16566240,2010,6828348,bluevalentine20101229,en,8.994,6.9,1677,drama
2018-07-20,unfriended: dark web,1000000,8866745,16434588,2018,7567843,unfriendeddarkweb20180720,en,17.861,6.1,365,horror
2017-02-03,i am not your negro,1000000,7123919,9617402,2017,2493483,iamnotyournegro20170203,en,7.026,8.1,196,documentary
2014-09-12,the skeleton twins,1000000,5284309,5797192,2014,512883,theskeletontwins20140912,en,10.341,6.7,394,drama
2013-06-14,20 feet from stardom,1000000,4946250,5892466,2013,946216,20feetfromstardom20130614,en,7.866,7.4,127,documentary
2014-06-06,obvious child,1000000,3122616,3324070,2014,201454,obviouschild20140606,en,8.232,6.7,256,comedy
2011-10-21,martha marcy may marlene,1000000,2981038,5438911,2011,2457873,marthamarcymaymarlene20111021,en,9.477,6.7,413,drama
2017-08-18,patti cake$,1000000,800148,1471090,2017,670942,patticake20170818,en,6.934,7.0,122,drama
2014-05-09,palo alto,1000000,767732,1156309,2014,388577,paloalto20140509,en,7.262,6.4,528,drama
2011-07-29,the future,1000000,568662,1239174,2011,670512,thefuture20110729,en,3.836,5.8,38,comedy
2014-10-24,23 blast,1000000,549185,549185,2014,0,23blast20141024,en,2.213,6.5,31,drama
2014-07-18,i origins,1000000,336472,852399,2014,515927,iorigins20140718,en,8.459,7.6,1814,science_fiction
2012-06-01,hardflip,1000000,96734,96734,2012,0,hardflip20120601,en,1.186,5.0,7,drama
2016-03-11,creative control,1000000,63014,63014,2016,0,creativecontrol20160311,en,3.35,5.6,36,drama
2014-10-17,camp x-ray,1000000,9837,101053,2014,91216,campxray20141017,en,15.237,6.8,618,drama
2015-04-10,the sisterhood of night,1000000,6870,6870,2015,0,thesisterhoodofnight20150410,en,3.314,6.4,51,mystery
2015-12-11,american hero,1000000,0,26,2015,26,americanhero20151211,en,6.56,5.0,93,action
2017-05-12,lowriders,916000,6179955,6188421,2017,8466,lowriders20170512,en,4.958,6.5,46,drama
2016-04-01,meet the blacks,900000,9097072,9097072,2016,0,meettheblacks20160401,en,6.131,4.4,139,comedy
2011-08-26,circumstance,900000,454121,958978,2011,504857,circumstance20110826,fa,2.86,6.9,45,drama
2012-04-27,the giant mechanical man,900000,7396,7396,2012,0,thegiantmechanicalman20120427,en,5.945,6.3,70,comedy
2013-04-05,the brass teapot,900000,6997,413733,2013,406736,thebrassteapot20130405,en,6.495,6.0,240,comedy
2012-08-31,"for a good time, call",850000,1251749,1386088,2012,134339,foragoodtimecall20120831,en,8.686,5.8,167,comedy
2011-09-09,kevin hart: laugh at my pain,750000,7706436,7712436,2011,6000,kevinhartlaughatmypain20110909,en,6.558,7.4,76,comedy
2012-06-08,safety not guaranteed,750000,4010957,4422318,2012,411361,safetynotguaranteed20120608,en,9.214,6.9,792,comedy
2013-10-11,all the boys love mandy lane,750000,0,1960521,2013,1960521,alltheboyslovemandylane20131011,en,10.03,5.5,326,horror
2016-01-05,adulterers,750000,0,0,2016,0,adulterers20160105,en,8.058,5.2,29,thriller
2017-08-04,columbus,700000,1017107,1110511,2017,93404,columbus20170804,en,8.964,7.3,130,drama
2015-03-13,walter,700000,0,0,2015,0,walter20150313,en,3.277,5.5,31,drama
2013-10-11,escape from tomorrow,650000,171962,171962,2013,0,escapefromtomorrow20131011,en,5.743,4.8,117,horror
2014-05-02,water & power,600000,42557,42557,2014,0,waterpower20140502,en,0.628,3.0,1,crime
2015-05-22,drunk wedding,600000,3301,3301,2015,0,drunkwedding20150522,en,1.4,3.9,15,comedy
2014-08-08,the maid's room,600000,0,0,2014,0,themaidsroom20140808,en,0.849,4.8,6,thriller
2012-03-06,high road,546173,0,0,2012,0,highroad20120306,en,3.38,5.6,38,comedy
2013-08-23,drinking buddies,500000,343706,407100,2013,63394,drinkingbuddies20130823,en,8.997,6.0,528,romance
2010-10-29,monsters,500000,237301,5639730,2010,5402429,monsters20101029,en,10.175,6.2,848,drama
2012-09-28,the other dream team,500000,134109,314444,2012,180335,theotherdreamteam20120928,lt,1.304,7.5,12,documentary
2018-05-11,higher power,500000,528,528,2018,0,higherpower20180511,en,7.544,4.9,43,action
2015-03-10,subconscious,500000,0,0,2015,0,subconscious20150310,en,0.855,3.1,7,action
2014-04-25,blue ruin,420000,258384,437002,2014,178618,blueruin20140425,en,7.983,6.9,736,crime
2015-10-20,rotor dr1,350000,0,0,2015,0,rotordr120151020,en,1.247,4.3,4,science_fiction
2015-03-10,teeth and blood,300000,0,0,2015,0,teethandblood20150310,en,0.6,3.0,1,horror
2017-04-28,sleight,250000,3930990,3934450,2017,3460,sleight20170428,en,5.664,5.3,367,drama
2011-10-28,like crazy,250000,3395391,3728400,2011,333009,likecrazy20111028,en,10.091,6.5,638,drama
2011-02-25,the grace card,200000,2430735,2430735,2011,0,thegracecard20110225,en,2.142,6.5,18,drama
2015-06-19,the overnight,200000,1109808,1165996,2015,56188,theovernight20150619,en,6.576,6.0,200,mystery
2011-07-22,another earth,175000,1321194,2102779,2011,781585,anotherearth20110722,en,10.03,6.7,853,drama
2013-08-23,sparrows dance,175000,2602,2602,2013,0,sparrowsdance20130823,en,0.968,7.4,6,drama
2015-07-10,the gallows,100000,22764410,41656474,2015,18892064,thegallows20150710,en,9.166,4.8,591,horror
2017-07-07,a ghost story,100000,1594798,2769782,2017,1174984,aghoststory20170707,en,11.886,7.0,906,drama
2012-05-18,indie game: the movie,100000,0,0,2012,0,indiegamethemovie20120518,en,6.202,7.8,259,documentary
2015-09-29,queen crab,75000,0,0,2015,0,queencrab20150929,en,1.252,3.2,5,science_fiction
2013-10-04,the dirties,55000,0,0,2013,0,thedirties20131004,en,2.971,6.1,57,drama
2010-11-12,tiny furniture,50000,391674,424149,2010,32475,tinyfurniture20101112,en,6.695,5.9,82,romance
2015-07-31,counting,50000,8374,8374,2015,0,counting20150731,en,0.6,8.3,3,documentary
2014-02-14,down and dangerous,50000,0,0,2014,0,downanddangerous20140214,en,2.621,4.3,9,crime
2015-09-01,"run, hide, die",50000,0,0,2015,0,runhidedie20150901,en,0.6,3.5,2,thriller
2016-03-18,krisha,30000,144822,144822,2016,0,krisha20160318,en,5.288,6.8,86,drama
2013-01-04,all superheroes must die,20000,0,0,2013,0,allsuperheroesmustdie20130104,en,2.078,3.9,19,science_fiction
