genre_ids,id,original_language,original_title,popularity,release_date,title,vote_average,vote_count,release_year,primary_genre
27,375509,ja,コープスパーティー,2.025,2015-08-01,corpse party,4.9,18,2015,horror
"37, 18",267579,es,el ardor,2.025,2015-07-17,the ardor,4.9,19,2015,western
"10749, 10770",325060,en,portrait of love,2.022,2015-03-14,portrait of love,5.4,16,2015,romance
"35, 14, 10749",338944,ru,одной левой,2.021,2015-05-15,with left hand only,4.5,9,2015,comedy
"35, 18",345170,en,frank and cindy,2.02,2015-06-16,frank and cindy,5.9,13,2015,comedy
18,355730,en,"signed, sealed, delivered: truth be told",2.012,2015-09-13,"signed, sealed, delivered: truth be told",5.0,7,2015,drama
"18, 878",121803,en,41,2.004,2013-08-09,41,6.4,12,2013,drama
"53, 27, 878",347548,en,containment,2.002,2015-08-01,containment,5.0,48,2015,thriller
99,362226,en,froning: the fittest man in history,1.999,2015-10-01,froning: the fittest man in history,6.5,16,2015,documentary
"36, 35, 99",319070,en,drunk stoned brilliant dead: the story of the national lampoon,1.998,2015-01-25,drunk stoned brilliant dead: the story of the national lampoon,6.7,31,2015,history
18,310516,it,cloro,1.998,2015-01-24,chlorine,5.8,8,2015,drama
"27, 14",267792,es,méxico bárbaro,1.99,2015-11-03,barbarous mexico,4.4,16,2015,horror
"18, 10770",354034,en,stolen daughter,1.988,2015-07-26,stolen daughter,4.6,5,2015,drama
"35, 10751, 18",426469,en,growing up smith,1.981,2017-02-03,growing up smith,7.0,16,2017,comedy
99,369364,en,a girl in the river: the price of forgiveness,1.978,2015-10-28,a girl in the river: the price of forgiveness,8.0,14,2015,documentary
27,324986,en,the last house on cemetery lane,1.974,2015-02-17,the last house on cemetery lane,3.4,15,2015,horror
"10770, 9648",325071,en,garage sale mystery: the deadly room,1.972,2015-04-11,garage sale mystery: the deadly room,6.4,25,2015,10770
99,385581,en,the brainwashing of my dad,1.97,2015-07-29,the brainwashing of my dad,6.3,7,2015,documentary
18,324284,en,lamb,1.967,2016-01-08,lamb,6.7,24,2016,drama
18,344641,en,day out of days,1.965,2015-06-14,day out of days,6.3,4,2015,drama
27,373048,en,all through the house,1.964,2015-10-31,all through the house,4.6,18,2015,horror
"14, 28, 35",385232,en,dudes & dragons,1.963,2015-10-10,dudes & dragons,4.2,17,2015,fantasy
"53, 18",333665,en,consumed,1.962,2015-06-01,consumed,5.4,27,2015,thriller
"35, 99",324281,en,"knock knock, it's tig notaro",1.96,2015-03-16,"knock knock, it's tig notaro",7.5,6,2015,comedy
"36, 99",319080,en,sembene!,1.96,2015-01-23,sembene!,7.5,4,2015,history
"53, 18",303360,en,queen of carthage,1.96,2015-09-01,queen of carthage,6.8,4,2015,thriller
"35, 18",295473,en,una noche sin luna,1.96,2015-01-02,a moonless night,6.5,3,2015,comedy
99,94727,en,moana,1.96,2015-11-13,moana,6.5,16,2015,documentary
18,68556,es,días de gracia,1.96,2015-05-05,days of grace,5.6,9,2015,drama
"10402, 99",361850,en,ed sheeran: jumpers for goalposts,1.959,2015-10-22,ed sheeran: jumpers for goalposts,7.3,16,2015,music
"9648, 53",278677,pl,ziarno prawdy,1.954,2015-12-08,a grain of truth,7.0,10,2015,mystery
99,319152,en,finders keepers,1.954,2015-09-25,finders keepers,6.6,31,2015,documentary
"27, 9648, 53",214256,en,afterdeath,1.954,2015-10-31,afterdeath,4.2,30,2015,horror
"18, 27",297269,en,how to save us,1.953,2015-06-05,how to save us,4.7,13,2015,drama
99,324312,en,t-rex,1.952,2016-06-24,t-rex,7.4,5,2016,documentary
35,254952,en,me him her,1.95,2016-03-11,me him her,4.9,21,2016,comedy
"99, 10402",360341,en,keith richards: under the influence,1.949,2015-09-18,keith richards: under the influence,6.8,35,2015,documentary
"10751, 10770, 35",358353,en,bound & babysitting,1.947,2015-04-01,bound & babysitting,5.8,12,2015,family
"18, 10749, 10770",285020,en,"christmas, again",1.943,2015-01-23,"christmas, again",6.4,17,2015,drama
99,347700,en,motivation 2: the chris cole story,1.937,2015-06-23,motivation 2: the chris cole story,7.7,12,2015,documentary
27,95114,en,hack-o-lantern,1.934,2015-03-13,hack-o-lantern,4.7,11,2015,horror
"36, 28, 12, 18",362230,en,richard the lionheart: rebellion,1.93,2015-06-11,richard the lionheart: rebellion,2.0,7,2015,history
99,344753,en,king georges,1.926,2015-04-11,king georges,4.9,8,2015,documentary
"35, 10751, 10749",340816,en,christmas eve,1.925,2015-12-04,christmas eve,5.7,38,2015,comedy
"18, 53, 27",325039,ru,кровавая леди батори,1.922,2015-03-05,lady of csejte,5.0,14,2015,drama
99,319994,en,el botón de nácar,1.92,2015-10-23,the pearl button,6.9,29,2015,documentary
27,326415,en,headless,1.915,2015-02-28,headless,5.9,20,2015,horror
18,354759,ja,ハッピーアワー,1.914,2015-11-10,happy hour,6.7,12,2015,drama
"10749, 35, 27",348929,en,you're killing me,1.912,2015-07-15,you're killing me,7.0,6,2015,romance
"10751, 99",320061,en,batkid begins,1.908,2015-06-26,batkid begins,6.5,22,2015,family
18,287499,hi,margarita with a straw,1.906,2016-05-20,margarita with a straw,7.1,37,2016,drama
"10749, 18, 80",290283,en,honeytrap,1.901,2016-09-23,honeytrap,5.7,6,2016,romance
35,319924,en,russell madness,1.901,2015-02-21,russell madness,4.8,12,2015,comedy
"53, 27",287525,en,kantemir,1.901,2015-08-18,kantemir,4.5,15,2015,thriller
"35, 27",339715,en,stag hunt,1.901,2015-05-16,stag hunt,4.3,6,2015,comedy
"18, 14, 36",318106,hi,हवाईज़ादा,1.898,2015-02-06,hawaizaada,6.4,10,2015,drama
"10751, 12, 35",408557,en,on the wing,1.897,2015-01-01,on the wing,5.0,1,2015,family
"18, 53",314420,en,body,1.896,2015-01-25,body,5.2,34,2015,drama
18,287636,en,the sound and the fury,1.896,2015-10-23,the sound and the fury,5.2,10,2015,drama
"37, 18, 53",333594,en,echoes of war,1.895,2015-05-15,echoes of war,6.6,17,2015,western
35,341176,en,jen kirkman: i'm gonna die alone (and i feel fine),1.894,2015-05-22,jen kirkman: i'm gonna die alone (and i feel fine),6.6,22,2015,comedy
"53, 28, 80",346079,en,6 ways to die,1.889,2015-07-31,6 ways to die,4.8,13,2015,thriller
"18, 35",314011,en,the beat beneath my feet,1.887,2015-04-24,the beat beneath my feet,6.9,20,2015,drama
"35, 27",337300,en,evil bong 420,1.885,2015-04-20,evil bong 420,2.5,4,2015,comedy
99,333350,en,a faster horse,1.881,2015-10-08,a faster horse,7.7,22,2015,documentary
"10770, 35",363810,en,the leisure class,1.878,2015-11-02,the leisure class,4.2,13,2015,10770
"28, 80, 53",330220,en,the girl is in trouble,1.876,2015-03-12,the girl is in trouble,5.1,15,2015,action
"18, 53, 878",333123,en,jackrabbit,1.872,2015-04-18,jackrabbit,4.9,11,2015,drama
"53, 35, 80",353441,en,little paradise,1.872,2015-08-29,little paradise,4.3,4,2015,thriller
"36, 99",376562,en,colliding dreams,1.87,2015-01-22,colliding dreams,7.4,5,2015,history
53,300451,en,still,1.869,2015-05-08,still,6.4,10,2015,thriller
"18, 10749, 53",365491,en,forever,1.868,2015-10-27,forever,6.1,7,2015,drama
"35, 28, 18, 36, 10752",359105,tl,heneral luna,1.866,2015-10-30,heneral luna,8.0,19,2015,comedy
18,381590,en,where children play,1.865,2015-01-01,where children play,6.0,4,2015,drama
"18, 10749",367543,en,wish upon a christmas,1.863,2015-12-13,wish upon a christmas,5.1,13,2015,drama
35,348035,en,chris tucker live,1.861,2015-07-10,chris tucker live,6.4,35,2015,comedy
99,333356,en,what our fathers did: a nazi legacy,1.86,2015-11-06,what our fathers did: a nazi legacy,6.6,13,2015,documentary
"10751, 10770, 9648",348630,en,garage sale mystery: the wedding dress,1.86,2015-08-09,garage sale mystery: the wedding dress,6.0,20,2015,family
99,174340,en,richard pryor: omit the logic,1.856,2013-04-23,richard pryor: omit the logic,7.1,25,2013,documentary
53,328070,en,roommate wanted,1.856,2015-05-19,roommate wanted,4.2,12,2015,thriller
99,216529,en,doomed! the untold story of roger corman's the fantastic four,1.853,2015-07-10,doomed! the untold story of roger corman's the fantastic four,7.3,13,2015,documentary
27,365834,en,trace,1.853,2015-05-12,trace,4.2,12,2015,horror
"53, 18, 14",323435,en,one & two,1.85,2015-08-01,one & two,5.5,41,2015,thriller
"18, 80",370835,en,cold deck,1.848,2015-12-04,cold deck,6.0,10,2015,drama
53,398748,en,a mother's instinct,1.846,2015-11-08,a mother's instinct,5.0,17,2015,thriller
"53, 18, 27",375989,en,dark,1.846,2015-10-17,dark,3.8,17,2015,thriller
99,329024,en,transfatty lives,1.84,2015-04-05,transfatty lives,6.2,5,2015,documentary
"18, 10749",352969,en,wasp,1.836,2015-08-04,wasp,5.4,10,2015,drama
"18, 10752",335026,en,day one,1.83,2015-02-27,day one,7.0,9,2015,drama
27,319396,en,zombieworld,1.83,2015-02-24,zombieworld,4.5,12,2015,horror
80,330206,en,anti-social,1.829,2015-01-01,anti-social,6.0,20,2015,crime
"35, 16",348746,en,pixies,1.824,2015-06-05,pixies,5.5,4,2015,comedy
"53, 18, 878",353314,en,alienated,1.821,2015-09-01,alienated,2.8,3,2015,thriller
18,192767,en,noble,1.819,2015-05-08,noble,6.8,16,2015,drama
35,262782,pt,do lado de fora,1.818,2015-04-26,boys in brazil,7.5,5,2015,comedy
"10751, 35, 18",392898,en,sun belt express,1.818,2015-06-06,sun belt express,6.0,5,2015,family
99,262436,en,champs,1.808,2015-03-13,champs,6.8,23,2015,documentary
"28, 35, 27",332312,en,helen keller vs. nightwolves,1.805,2015-10-01,helen keller vs. nightwolves,5.0,10,2015,action
"18, 14, 53",312849,tr,sarmaşık,1.803,2015-01-26,ivy,7.5,17,2015,drama
35,324245,en,7 chinese brothers,1.795,2015-08-14,7 chinese brothers,5.2,24,2015,comedy
"35, 9648, 10749",253259,en,wild canaries,1.794,2015-02-25,wild canaries,3.9,6,2015,comedy
35,359244,en,craig ferguson: just being honest,1.793,2015-09-10,craig ferguson: just being honest,6.7,7,2015,comedy
"10749, 18",355890,en,jane wants a boyfriend,1.791,2015-11-11,jane wants a boyfriend,7.0,19,2015,romance
"878, 27",341886,en,june,1.791,2015-08-01,june,3.8,32,2015,science_fiction
"18, 35",324174,en,the automatic hate,1.787,2015-03-15,the automatic hate,6.8,11,2015,drama
"10770, 10402",353311,en,the wiz live!,1.785,2015-12-03,the wiz live!,7.3,25,2015,10770
"16, 35, 10751",293271,fi,muumit rivieralla,1.785,2015-12-04,moomins on the riviera,5.9,14,2015,animation
18,242575,en,"guten tag, ramón",1.775,2015-01-30,"guten tag, ramón",7.7,25,2015,drama
18,299145,en,dawn patrol,1.772,2015-06-05,dawn patrol,5.1,15,2015,drama
"9648, 18, 80, 53",324150,en,uncle john,1.77,2015-03-16,uncle john,5.9,27,2015,mystery
27,337073,en,almost mercy,1.768,2015-01-01,almost mercy,5.8,14,2015,horror
99,257249,en,the human experiment,1.764,2015-04-17,the human experiment,6.2,9,2015,documentary
"18, 35",300690,en,lily & kat,1.764,2015-03-20,lily & kat,4.4,7,2015,drama
"35, 99",335310,en,being canadian,1.762,2015-09-18,being canadian,5.4,15,2015,comedy
"80, 99",302502,en,pervert park,1.759,2015-01-28,pervert park,7.0,18,2015,crime
"35, 27",333318,es,scherzo diabolico,1.757,2015-04-16,scherzo diabolico,6.1,14,2015,comedy
18,356189,en,my name is emily,1.754,2017-02-17,my name is emily,7.0,10,2017,drama
18,369031,en,flutter,1.754,2015-11-17,flutter,5.3,5,2015,drama
35,333088,en,applesauce,1.752,2015-11-24,applesauce,6.6,15,2015,comedy
10751,355384,en,baby geniuses and the space baby,1.751,2015-08-20,baby geniuses and the space baby,2.9,9,2015,family
"53, 18, 10770",323383,en,wuthering high,1.749,2015-03-07,wuthering high,5.1,18,2015,thriller
"18, 27",326247,en,the house on pine street,1.738,2015-02-28,the house on pine street,5.0,24,2015,drama
"35, 18, 27",253303,en,buzzard,1.735,2015-03-06,buzzard,5.5,26,2015,comedy
18,342179,pt,"as mil e uma noites: volume 2, o desolado",1.734,2015-12-11,"arabian nights: volume 2, the desolate one",8.1,15,2015,drama
"35, 27, 53",348754,en,the jokesters,1.734,2015-07-21,the jokesters,3.2,5,2015,comedy
99,267955,en,nintendo quest,1.732,2015-06-26,nintendo quest,5.9,25,2015,documentary
"53, 10770",362244,es,16 and missing,1.728,2015-10-02,16 and missing,5.0,10,2015,thriller
27,324930,en,proof of the devil,1.728,2015-02-10,proof of the devil,2.3,7,2015,horror
"53, 99",318972,en,(t)error,1.723,2015-01-24,(t)error,6.8,18,2015,thriller
"27, 878, 35",327651,en,insectula,1.723,2015-03-13,insectula,3.9,7,2015,horror
"99, 36, 10402",319071,en,fresh dressed,1.722,2015-06-26,fresh dressed,6.7,19,2015,documentary
"28, 12, 80, 18",353500,en,essex boys: law of survival,1.72,2015-09-21,essex boys: law of survival,5.5,7,2015,action
"18, 80, 53",354375,en,his secret family,1.711,2015-08-01,his secret family,4.0,8,2015,drama
"9648, 53",289723,en,an act of war,1.708,2015-03-10,an act of war,5.2,7,2015,mystery
99,329750,en,(dis)honesty: the truth about lies,1.705,2015-05-22,(dis)honesty: the truth about lies,7.1,32,2015,documentary
99,341106,sv,jag är ingrid,1.704,2015-10-03,ingrid bergman: in her own words,7.6,29,2015,documentary
"35, 18, 10749, 10770",231617,en,"signed, sealed, delivered",1.699,2015-09-29,"signed, sealed, delivered",7.0,11,2015,comedy
"53, 18",331351,es,asesinos inocentes,1.699,2015-03-10,innocent killers,5.6,13,2015,thriller
10402,280467,en,miley cyrus: bangerz tour,1.697,2015-03-24,miley cyrus: bangerz tour,8.0,22,2015,music
"10751, 10749",403330,en,romantically speaking,1.697,2015-01-01,romantically speaking,6.9,7,2015,family
"12, 99, 28",342286,en,a new high,1.692,2015-06-14,a new high,7.6,5,2015,adventure
27,301417,en,hell fire,1.69,2015-01-06,hell fire,4.3,8,2015,horror
"10749, 10402, 53",334875,hi,ek paheli leela,1.688,2015-10-02,ek paheli leela,5.4,8,2015,romance
99,372315,en,somm: into the bottle,1.685,2015-11-11,somm: into the bottle,7.5,16,2015,documentary
"18, 36, 10752, 28",291851,en,field of lost shoes,1.681,2015-03-30,field of lost shoes,6.2,20,2015,drama
"37, 27",280005,en,blood moon,1.676,2015-10-05,blood moon,5.8,14,2015,western
"35, 10749",347979,ru,гороскоп на удачу,1.676,2015-08-11,horoscope for good luck,4.3,7,2015,comedy
"10751, 16",353430,en,alpha and omega 5: family vacation,1.675,2015-08-04,alpha and omega 5: family vacation,5.8,12,2015,family
"878, 27",303267,en,90210 shark attack,1.671,2015-02-17,90210 shark attack,1.8,11,2015,science_fiction
"18, 80",331378,en,laugh killer laugh,1.662,2015-04-25,laugh killer laugh,5.3,10,2015,drama
27,334088,en,curse of the witching tree,1.659,2015-05-19,curse of the witching tree,4.4,21,2015,horror
"27, 53",356089,en,camera trap,1.658,2015-08-25,camera trap,4.6,6,2015,horror
"27, 53",309889,en,the culling,1.654,2015-03-15,the culling,4.2,32,2015,horror
99,343850,en,from this day forward,1.653,2015-04-11,from this day forward,7.8,4,2015,documentary
"18, 35",310001,en,seoul searching,1.651,2015-01-30,seoul searching,7.4,31,2015,drama
53,263865,es,bedlam,1.65,2015-04-01,bedlam,5.1,6,2015,thriller
10402,365034,en,yes - like it is - live at the mesa arts center,1.646,2015-07-10,yes - like it is - live at the mesa arts center,8.3,2,2015,music
"10749, 10770",398438,en,letter never sent,1.646,2015-08-29,letter never sent,6.2,9,2015,romance
35,352582,en,bachelors,1.646,2015-11-14,bachelors,4.2,7,2015,comedy
35,369820,en,i'm brent morin,1.638,2015-12-01,i'm brent morin,7.1,15,2015,comedy
53,224903,en,final: the rapture,1.635,2013-09-13,final: the rapture,3.4,6,2013,thriller
"27, 9648, 878",347855,en,the gateway,1.628,2015-10-04,the gateway,5.4,11,2015,horror
"27, 14",374618,en,scrawl,1.622,2015-10-17,scrawl,4.0,5,2015,horror
18,348294,en,like you mean it,1.621,2015-06-26,like you mean it,5.9,13,2015,drama
18,343859,en,the surface,1.618,2015-06-27,the surface,7.2,5,2015,drama
"35, 18, 10770",367538,en,the flight before christmas,1.617,2015-12-01,the flight before christmas,5.0,28,2015,comedy
18,364306,en,"aram, aram",1.613,2015-10-01,"aram, aram",6.6,5,2015,drama
27,349849,en,kruel,1.61,2015-07-20,kruel,5.2,5,2015,horror
"18, 9648, 53",334026,en,sun choke,1.609,2015-10-01,sun choke,5.7,19,2015,drama
"53, 9648",343409,en,windsor drive,1.608,2015-06-26,windsor drive,2.5,4,2015,thriller
"28, 18, 10749, 53",321557,es,tercer grado,1.599,2015-01-31,tercer grado,4.3,7,2015,action
99,324264,en,danny says,1.596,2015-03-18,danny says,6.9,14,2015,documentary
"53, 80",373526,en,a mother betrayed,1.592,2015-11-15,a mother betrayed,6.5,4,2015,thriller
27,365850,en,the thing in the apartment,1.59,2015-10-25,the thing in the apartment,8.0,3,2015,horror
99,340200,en,game of thrones: a day in the life,1.59,2015-02-08,game of thrones: a day in the life,7.4,18,2015,documentary
"10751, 9648",369055,en,the christmas note,1.59,2015-11-29,the christmas note,6.3,18,2015,family
99,368239,en,view from a blue moon,1.588,2015-11-11,view from a blue moon,7.6,11,2015,documentary
"27, 53",416572,en,joker's poltergeist,1.588,2015-06-03,joker's poltergeist,3.2,9,2015,horror
"16, 80, 99",369366,en,last day of freedom,1.586,2015-04-11,last day of freedom,7.4,8,2015,animation
"10749, 99, 18",306598,ko,"님아, 그 강을 건너지 마오",1.585,2015-06-13,"my love, don't cross that river",6.9,11,2015,romance
18,439976,en,pretty boy,1.575,2015-03-25,pretty boy,8.2,29,2015,drama
53,344434,en,dead of night,1.575,2015-12-16,dead of night,4.4,11,2015,thriller
"10749, 18",342208,en,how he fell in love,1.574,2015-06-11,how he fell in love,3.3,5,2015,romance
"878, 28, 27",347064,en,jurassic prey,1.568,2015-06-23,jurassic prey,3.0,11,2015,science_fiction
"28, 27, 878, 35",324812,en,alien tampon,1.567,2015-02-12,alien tampon,6.5,4,2015,action
35,399814,en,maz jobrani: i'm not a terrorist but i've played one on tv,1.567,2015-08-21,maz jobrani: i'm not a terrorist but i've played one on tv,6.4,11,2015,comedy
35,371603,en,nickelodeon's ho ho holiday special,1.566,2015-12-05,nickelodeon's ho ho holiday special,10.0,1,2015,comedy
53,379050,en,at granny's house,1.564,2015-05-30,at granny's house,3.3,5,2015,thriller
35,336736,en,chris d'elia: incorrigible,1.563,2015-04-17,chris d'elia: incorrigible,6.3,20,2015,comedy
"53, 18",361131,hi,hate story 3,1.555,2015-12-15,hate story 3,5.7,17,2015,thriller
27,368256,en,condemned,1.555,2015-11-13,condemned,3.4,35,2015,horror
"10749, 10770",363479,en,merry matrimony,1.554,2015-11-22,merry matrimony,5.8,26,2015,romance
"18, 10770",371718,en,dolly parton's coat of many colors,1.551,2015-12-10,dolly parton's coat of many colors,5.8,18,2015,drama
"10751, 10770",367540,en,last chance for christmas,1.544,2015-12-06,last chance for christmas,5.7,11,2015,family
"18, 10751, 10749",285848,fr,félix et meira,1.54,2015-04-17,felix and meira,5.8,16,2015,drama
"18, 53",287594,ur,dukhtar,1.539,2015-10-09,dukhtar,7.2,19,2015,drama
"35, 18",363969,pl,moje córki krowy,1.536,2015-11-09,these daughters of mine,6.6,14,2015,comedy
10751,366242,en,christmas in the smokies,1.535,2015-10-16,christmas in the smokies,6.4,17,2015,family
"10751, 18, 80",199999,en,the house that jack built,1.532,2015-12-11,the house that jack built,5.3,4,2015,family
"10770, 10751, 16, 35",374252,en,shaun the sheep: the farmer's llamas,1.531,2015-11-13,shaun the sheep: the farmer's llamas,6.0,13,2015,10770
"99, 10402",253333,en,soul boys of the western world,1.53,2015-04-29,soul boys of the western world,5.3,6,2015,documentary
"18, 36",367499,es,lobos sucios,1.522,2015-10-10,dirty wolves,5.1,9,2015,drama
"53, 10770",350931,en,the bride he bought online,1.521,2015-07-18,the bride he bought online,6.1,11,2015,thriller
